generical_fascism_DEN;Bondepartiet;Bondepartiet;Bondepartiet;;Bondepartiet;;;;;;;;;;x;
reactionarism_DEN;Danish Unity;Danish Unity;Danish Unity;;Unión Danesa;;;;;;;;;;x;
conservatism_DEN;Det Konservative Folkeparti;Det Konservative Folkeparti;Det Konservative Folkeparti;;Det Konservative Folkeparti;;;;;;;;;;x;
liberalism_DEN;Venstre;Venstre;Venstre;;Venstre;;;;;;;;;;x;
social_liberalism_DEN;Radikale Venstre;Radikale Venstre;Radikale Venstre;;Radikale Venstre;;;;;;;;;;x;
social_democracy_DEN;Socialdemokraterne;Socialdemokraterne;Socialdemokraterne;;Socialdemokraterne;;;;;;;;;;x;
marxism_DEN;Danmarks Retsforbund;Danmarks Retsforbund;Danmarks Retsforbund;;Danmarks Retsforbund;;;;;;;;;;x;
trotskyism_DEN;Venstresocialistiske Parti;Venstresocialistiske Parti;Venstresocialistiske Parti;;Venstresocialistiske Parti;;;;;;;;;;x;
stalinism_DEN;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;;Danmarks Kommunistiske Parti;;;;;;;;;;x;
nazism_DFR;SRD;SRD;SRD;;SRD;;;;;;;;;;x;
generical_fascism_DFR;DRP;DRP;DRP;;DRP;;;;;;;;;;x;
reactionarism_DFR;DReP;DReP;DReP;;DReP;;;;;;;;;;x;
conservatism_DFR;DP;DP;DP;;DP;;;;;;;;;;x;
liberalism_DFR;FDP;FDP;FDP;;FDP;;;;;;;;;;x;
social_liberalism_DFR;CDU;CDU;CDU;;CDU;;;;;;;;;;x;
social_democracy_DFR;SPD;SPD;SPD;;SPD;;;;;;;;;;x;
marxism_DFR;DKP;DKP;DKP;;DKP;;;;;;;;;;x;
trotskyism_DFR;MLPD;MLPD;MLPD;;MLPD;;;;;;;;;;x;
stalinism_DFR;KPD;KPD;KPD;;KPD;;;;;;;;;;x;
nazism_DOM;Movimiento National Socialista;Movimiento National Socialista;Movimiento National Socialista;;Movimiento National Socialista;;;;;;;;;;x;
generical_fascism_DOM;Falange de Dominicano;Falange de Dominicano;Falange de Dominicano;;Falange Dominicana;;;;;;;;;;x;
reactionarism_DOM;Partido Dominicano;Partido Dominicano;Partido Dominicano;;Partido Dominicano;;;;;;;;;;x;
conservatism_DOM;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;;Partido Reformista Social Cristiano;;;;;;;;;;x;
liberalism_DOM;Fuerza Nacional Progresista;Fuerza Nacional Progresista;Fuerza Nacional Progresista;;Fuerza Nacional Progresista;;;;;;;;;;x;
social_liberalism_DOM;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;;Partido de la Liberación Dominicana;;;;;;;;;;x;
social_democracy_DOM;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;;Partido Revolucionario Dominicano;;;;;;;;;;x;
marxism_DOM;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;;Partido de los Trabajadores Dominicanos;;;;;;;;;;x;
trotskyism_DOM;Movimiento Popular Dominicano;Movimiento Popular Dominicano;Movimiento Popular Dominicano;;Movimiento Popular Dominicano;;;;;;;;;;x;
stalinism_DOM;Partido Comunista de Dominicano;Partido Comunista de Dominicano;Partido Comunista de Dominicano;;Partido Comunista Dominicano;;;;;;;;;;x;
nazism_ECU;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
generical_fascism_ECU;Falange del Ecuador;Falange del Ecuador;Falange del Ecuador;;Falange del Ecuador;;;;;;;;;;x;
reactionarism_ECU;Acción Nacional;Acción Nacional;Acción Nacional;;Acción Nacional;;;;;;;;;;x;
conservatism_ECU;Frente Radical Alfarista;Frente Radical Alfarista;Frente Radical Alfarista;;Frente Radical Alfarista;;;;;;;;;;x;
liberalism_ECU;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;;Partido Liberal Radical Ecuatoriano;;;;;;;;;;x;
social_liberalism_ECU;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;;Concentración de Fuerzas Populares;;;;;;;;;;x;
social_democracy_ECU;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;x;
marxism_ECU;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;;Partido de los Trabajadores del Ecuador;;;;;;;;;;x;
trotskyism_ECU;Partido Comunista Marxista-Leninista del Ecuador;Partido Comunista Marxista-Leninista del Ecuador;Partido Comunista Marxista-Leninista del Ecuador;;Partido Comunista Marxista-Leninista del Ecuador;;;;;;;;;;x;
stalinism_ECU;Partido Comunista del Ecuador;Partido Comunista del Ecuador;Partido Comunista del Ecuador;;Partido Comunista del Ecuador;;;;;;;;;;x;
nazism_EGY;Arab National Socialist Party;Parti national socialiste arabe;Nationalsozialistische Partei Arabiens;;Partido Nacionalsocialista Árabe;;;;;;;;;;x;
generical_fascism_EGY;Arab Fascistic Front;Front fasciste arabe;Faschistische Front Arabiens;;Frente Fascista Árabe;;;;;;;;;;x;
reactionarism_EGY;The Abaza Clan;Le clan Abaza;Der Abaza-Klan;;Clan de Abaza;;;;;;;;;;x;
conservatism_EGY;Muslim Brotherhood;Les Frères musulmans;Muslimische Bruderschaft;;Hermanos Musulmanes;;;;;;;;;;x;
liberalism_EGY;Wafd Party;Parti Wafd;Wafd-Partei;;Partido Wafd;;;;;;;;;;x;
social_liberalism_EGY;Ummah Party;Parti Ummah;Ummah-Partei;;Partido Ummah;;;;;;;;;;x;
social_democracy_EGY;Arab Socialist Union;Union socialiste arabe;Sozialistische Union Arabiens;;Unión Socialista Árabe;;;;;;;;;;x;
marxism_EGY;National Progressive Unionist Party;Parti progressiste unioniste national;Einheitspartei des nationalen Fortschritts;;Partido de la Unión Progresista Nacional;;;;;;;;;;x;
trotskyism_EGY;Egyptian Arab Socialist Party;Parti socialiste arabe égyptien;Arabische Sozialistenpartei Ägyptens;;Partido Socialista Árabe de Egipto;;;;;;;;;;x;
stalinism_EGY;Communist Party of Egypt;Parti communiste égyptien;Kommunistische Partei Ägyptens;;Partido Comunista de Egipto;;;;;;;;;;x;
nazism_ENG;National Socialist League;Ligue nationale socialiste;National Socialist League;;Liga Nacionalsocialista;;;;;;;;;;x;
generical_fascism_ENG;British Union of Fascists;Union britannique fasciste;British Union of Fascists;;Unión Británica de Fascistas;;;;;;;;;;x;
reactionarism_ENG;Nordic League;Ligue du Nord;Nordic League;;Liga Nórdica;;;;;;;;;;x;
conservatism_ENG;Conservative Party;Parti conservateur;Conservative Party;;Partido Conservador;;;;;;;;;;x;
liberalism_ENG;National Liberal Party;Parti libéral national;National Liberal Party;;Partido Nacional Liberal;;;;;;;;;;x;
social_liberalism_ENG;Liberal Party;Parti libéral ;Liberal Party;;Partido Liberal;;;;;;;;;;x;
social_democracy_ENG;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;;x;
marxism_ENG;Independent Labour Party;Parti travailliste indépendant;Independent Labour Party;;Partido Laborista Independiente;;;;;;;;;;x;
trotskyism_ENG;Revolutionary Socialist League;Ligue socialiste révolutionnaire;Revolutionary Socialist League;;Liga Revolucionaria Socialista;;;;;;;;;;x;
stalinism_ENG;Communist Party;Parti communiste;Kommunistische Partei;;Partido Comunista;;;;;;;;;;x;
nazism_EST;Heimwehr;Heimwehr;Heimwehr;;Heimwehr;;;;;;;;;;x;
generical_fascism_EST;VAPSID;VAPSID;VAPSID;;VAPSID;;;;;;;;;;x;
reactionarism_EST;Talurahvaerakond;Talurahvaerakond;Talurahvaerakond;;Talurahvaerakond;;;;;;;;;;x;
conservatism_EST;EKR;EKR;EKR;;EKR;;;;;;;;;;x;
liberalism_EST;VKR;VKR;VKR;;VKR;;;;;;;;;;x;
social_liberalism_EST;ER;ER;ER;;ER;;;;;;;;;;x;
social_democracy_EST;ESÜ;ESÜ;ESÜ;;ESÜ;;;;;;;;;;x;
marxism_EST;ESP;ESP;ESP;;ESP;;;;;;;;;;x;
trotskyism_EST;ESTÜ;ESTÜ;ESTÜ;;ESTÜ;;;;;;;;;;x;
stalinism_EST;EKP;EKP;EKP;;EKP;;;;;;;;;;x;
nazism_ETH;Ethiopian National Socialist Party;Parti national socialiste éthiopien;Nationalsozialistische Partei Äthiopiens;;Partido Nacionalsocialista de Etiopía;;;;;;;;;;x;
generical_fascism_ETH;Ethiopian Fascistic Front;Front fasciste éthiopien;Faschistische Front Äthiopiens;;Frente Fascista de Etiopía;;;;;;;;;;x;
reactionarism_ETH;Mekwanint;Mekwanint;Mekwanint;;Mekwanint;;;;;;;;;;x;
conservatism_ETH;Mesafint;Mesafint;Mesafint;;Mesafint;;;;;;;;;;x;
liberalism_ETH;All-Ethiopian Unity Party;Parti unitaire éthiopien;Gesamtäyptische Einheitspartei;;Partido de Unidad Panetíope;;;;;;;;;;x;
social_liberalism_ETH;Ethiopian Democratic Unity Party;Parti unitaire démocratique éthiopien;Demokratische Einheitspartei Äthiopiens;;Partido Etíope de Unidad Democrática;;;;;;;;;;x;
social_democracy_ETH;Ethiopian Social Democratic Federal Party;Parti social démocrate fédéral éthiopien;Sozialdemokratische Bundespartei Äthiopiens;;Partido Socialdemócrata Federal de Etiopía;;;;;;;;;;x;
marxism_ETH;Ethiopian People's Revolutionary Party;Parti populaire révolutionnaire éthiopien;Äthiopische Volksrevolutionspartei;;Partido Revolucionario del Pueblo?Etíope;;;;;;;;;;x;
trotskyism_ETH;All-Ethiopia Socialist Movement;Mouvement socialiste éthiopien;Gesamtäyptische sozialistische Bewegung;;Movimiento Socialista Panetíope;;;;;;;;;;x;
stalinism_ETH;Workers' Party of Ethiopia;Parti des travailleurs éthiopiens;Äthiopische Arbeiterpartei;;Partido Laborista de Etiopía;;;;;;;;;;x;
nazism_FIN;Sinimustat;Sinimustat;Sinimustat;;Sinimustat;;;;;;;;;;x;
generical_fascism_FIN;Lapuan liike;Lapuan liike;Lapuan liike;;Lapuan liike;;;;;;;;;;x;
reactionarism_FIN;IKL;IKL;IKL;;IKL;;;;;;;;;;x;
conservatism_FIN;Kok;Kok;Kok;;Kok;;;;;;;;;;x;
liberalism_FIN;KE;KE;KE;;KE;;;;;;;;;;x;
social_liberalism_FIN;SKK;SKK;SKK;;SKK;;;;;;;;;;x;
social_democracy_FIN;SDP;SDP;SDP;;SDP;;;;;;;;;;x;
marxism_FIN;SKDL;SKDL;SKDL;;SKDL;;;;;;;;;;x;
trotskyism_FIN;SYP;SYP;SYP;;SYP;;;;;;;;;;x;
stalinism_FIN;SKP;SKP;SKP;;SKP;;;;;;;;;;x;
nazism_FRA;PPF;PPF;PPF;;PPF;;;;;;;;;;x;
generical_fascism_FRA;Mouvement Franciste;Mouvement franciste;Mouvement Franciste;;Mouvement Franciste;;;;;;;;;;x;
reactionarism_FRA;Action Française;Action française;Action Française;;Action Française;;;;;;;;;;x;
conservatism_FRA;FR;FR;FR;;Fra;;;;;;;;;;x;
liberalism_FRA;MRP;MRP;MRP;;MRP;;;;;;;;;;x;
social_liberalism_FRA;ARV;ARV;ARV;;ARV;;;;;;;;;;x;
social_democracy_FRA;SFIO;SFIO;SIFO;;SIFO;;;;;;;;;;x;
marxism_FRA;RAD;RAD;RAD;;RAD;;;;;;;;;;x;
trotskyism_FRA;GBL;GBL;GBL;;GBL;;;;;;;;;;x;
stalinism_FRA;PCF;PCF;PCF;;PCF;;;;;;;;;;x;
nazism_GER;NSDAP;NSDAP;NSDAP;;NSDAP;;;;;;;;;;x;
generical_fascism_GER;DVFP;DVFP;DVFP;;DVFP;;;;;;;;;;x;
reactionarism_GER;DNVP;DNVP;DNVP;;DNVP;;;;;;;;;;x;
conservatism_GER;DVP;DVP;DVP;;DVP;;;;;;;;;;x;
liberalism_GER;DDP;DDP;DDP;;DDP;;;;;;;;;;x;
social_liberalism_GER;Z;Z;Z;;Z;;;;;;;;;;x;
social_democracy_GER;SPD;SPD;SPD;;SPD;;;;;;;;;;x;
marxism_GER;KPD;KPD;KPD;;KPD;;;;;;;;;;x;
trotskyism_GER;KPO;KPO;KPO;;KPO;;;;;;;;;;x;
stalinism_GER;KAPD;KAPD;KAPD;;KAPD;;;;;;;;;;x;
nazism_GRE;EESK;EESK;EESK;;EESK;;;;;;;;;;x;
generical_fascism_GRE;EEE;EEE;EEE;;EEE;;;;;;;;;;x;
reactionarism_GRE;LK;LK;LK;;LK;;;;;;;;;;x;
conservatism_GRE;SDK;SDK;SDK;;SDK;;;;;;;;;;x;
liberalism_GRE;KF;KF;KF;;KF;;;;;;;;;;x;
social_liberalism_GRE;DE;DE;DE;;DE;;;;;;;;;;x;
social_democracy_GRE;DSK;DSK;DSK;;DSK;;;;;;;;;;x;
marxism_GRE;SEKE;SEKE;SEKE;;SEKE;;;;;;;;;;x;
trotskyism_GRE;AEK;AEK;AEK;;AEK;;;;;;;;;;x;
stalinism_GRE;KKE;KKE;KKE;;KKE;;;;;;;;;;x;
nazism_GUA;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
generical_fascism_GUA;Falange de Guatemala;Falange de Guatemala;Falange de Guatemala;;Falange de Guatemala;;;;;;;;;;x;
reactionarism_GUA;Frente Republicano Guatemalteco;Frente Republicano Guatemalteco;Frente Republicano Guatemalteco;;Frente Republicano Guatemalteco;;;;;;;;;;x;
conservatism_GUA;Unidad Nacional de la Esperanza;Unidad Nacional de la Esperanza;Unidad Nacional de la Esperanza;;Unidad Nacional de la Esperanza;;;;;;;;;;x;
liberalism_GUA;Partido Unionista;Partido Unionista;Partido Unionista;;Partido Unionista;;;;;;;;;;x;
social_liberalism_GUA;Unión Democrática;Unión Democrática;Unión Democrática;;Unión Democrática;;;;;;;;;;x;
social_democracy_GUA;Partido Guatemalteco del Trabajo;Partido Guatemalteco del Trabajo;Partido Guatemalteco del Trabajo;;Partido Guatemalteco del Trabajo;;;;;;;;;;x;
marxism_GUA;Partido Accion Revolucion;Partido Accion Revolucion;Partido Accion Revolucion;;Partido Acción Revolución;;;;;;;;;;x;
trotskyism_GUA;Vanguardia Democrática Guatemalteca;Vanguardia Democrática Guatemalteca;Vanguardia Democrática Guatemalteca;;Vanguardia Democrática Guatemalteca;;;;;;;;;;x;
stalinism_GUA;Partido Comunista de Guatemala;Partido Comunista de Guatemala;Partido Comunista de Guatemala;;Partido Comunista de Guatemala;;;;;;;;;;x;
nazism_GUY;Guyana National Socialist Movement;Mouvement nationaliste guyanais;Nationalsozialitische Bewegung Guayanas;;Movimiento Nacionalsocialista de Guayana;;;;;;;;;;x;
generical_fascism_GUY;Guyana Fascist League;Ligue fasciste guyanaise;Faschistische Liga Guyanas;;Liga Fascista de Guayana;;;;;;;;;;x;
reactionarism_GUY;Guyana National Party;Parti national guyanais;Nationalpartei Guyanas;;Partido Nacional de Guayana;;;;;;;;;;x;
conservatism_GUY;National Republican Party;Parti national républicain;Nationalrepublikanische Partei;;Partido Republicano Nacional;;;;;;;;;;x;
liberalism_GUY;National Democratic Movement;Mouvement démocratique national;Nationaldemokratische Bewegung;;Movimiento Nacional Demócrata;;;;;;;;;;x;
social_liberalism_GUY;Peoples Democratic Party;Parti populaire démocrate;Demokratische Volkspartei;;Partido Democrático del Pueblo;;;;;;;;;;x;
social_democracy_GUY;People's National Congress;Congrès national populaire;Nationaler Volkskongress;;Congreso Nacional del Pueblo;;;;;;;;;;x;
marxism_GUY;People's Progressive Party;Parti populaire progressiste;Völkische Fortschrittspartei;;Partido Progresista del Pueblo;;;;;;;;;;x;
trotskyism_GUY;Working People's Vanguard Party;Parti de l'avant-garde des travailleurs;Partei des arbeitenden Volkes;;Partido Vanguardista de los Trabajadores;;;;;;;;;;x;
stalinism_GUY;Communist Party of Guyana;Parti communiste guyanais;Kommunistische Partei Guyanas;;Partido Comunista de Guayana;;;;;;;;;;x;
nazism_HAI;PPH;PPH;PPH;;PPH;;;;;;;;;;x;
generical_fascism_HAI;VSN;VSN;VSN;;VSN;;;;;;;;;;x;
reactionarism_HAI;Conseil Militaire;Conseil Militaire;Conseil Militaire;;Conseil Militaire;;;;;;;;;;x;
conservatism_HAI;MCBNH;MCBNH;MCBNH;;MCBNH;;;;;;;;;;x;
liberalism_HAI;MIRN;MIRN;MIRN;;MIRN;;;;;;;;;;x;
social_liberalism_HAI;RDNP;RDNP;RDNP;;RDNP;;;;;;;;;;x;
social_democracy_HAI;SDH;SDH;SDH;;SDH;;;;;;;;;;x;
marxism_HAI;POIH;POIH;POIH;;POIH;;;;;;;;;;x;
trotskyism_HAI;PCOH;PCOH;PCOH;;PCOH;;;;;;;;;;x;
stalinism_HAI;PCH;PCH;PCH;;PCH;;;;;;;;;;x;
nazism_HOL;NSB;NSB;NSB;;NSB;;;;;;;;;;x;
generical_fascism_HOL;ANFB;ANFB;ANFB;;ANFB;;;;;;;;;;x;
reactionarism_HOL;NVP;NVP;NVP;;NVP;;;;;;;;;;x;
conservatism_HOL;ARP;ARP;ARP;;ARP;;;;;;;;;;x;
liberalism_HOL;LSP;LSP;LSP;;LSP;;;;;;;;;;x;
social_liberalism_HOL;KVP;KVP;KVP;;KVP;;;;;;;;;;x;
social_democracy_HOL;SDAP;SDAP;SDAP;;SDAP;;;;;;;;;;x;
marxism_HOL;OSP;OSP;OSP;;OSP;;;;;;;;;;x;
trotskyism_HOL;RSAP;RSAP;RSAP;;RSAP;;;;;;;;;;x;
stalinism_HOL;CPN;CPN;CPN;;CPN;;;;;;;;;;x;
nazism_HON;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
generical_fascism_HON;Falange de Honduras;Falange de Honduras;Falange de Honduras;;Falange de Honduras;;;;;;;;;;x;
reactionarism_HON;Partido Nacional;Partido Nacional;Partido Nacional;;Partido Nacional;;;;;;;;;;x;
conservatism_HON;Partido Demócrata Cristiano de Honduras;Partido Demócrata Cristiano de Honduras;Partido Demócrata Cristiano de Honduras;;Partido Demócrata Cristiano de Honduras;;;;;;;;;;x;
liberalism_HON;Partido Liberal de Honduras;Partido Liberal de Honduras;Partido Liberal de Honduras;;Partido Liberal de Honduras;;;;;;;;;;x;
social_liberalism_HON;Partido Unificación Democrática;Partido Unificación Democrática;Partido Unificación Democrática;;Partido Unificación Democrática;;;;;;;;;;x;
social_democracy_HON;Partido Innovación y Unidad;Partido Innovación y Unidad;Partido Innovación y Unidad;;Partido Innovación y Unidad;;;;;;;;;;x;
marxism_HON;Partido Revolucionario Hondureño;Partido Revolucionario Hondureño;Partido Revolucionario Hondureño;;Partido Revolucionario Hondureño;;;;;;;;;;x;
trotskyism_HON;Fuerzas Populares Revolucionarias;Fuerzas Populares Revolucionarias;Fuerzas Populares Revolucionarias;;Fuerzas Populares Revolucionarias;;;;;;;;;;x;
stalinism_HON;Partido Comunista de Honduras;Partido Comunista de Honduras;Partido Comunista de Honduras;;Partido Comunista de Honduras;;;;;;;;;;x;
nazism_HUN;HNSP;HNSP;HNSP;;HNSP;;;;;;;;;;x;
generical_fascism_HUN;Arrow Cross Party;Parti de la croix fléchée;Pfeilkreuzlerpartei;;Partido de la Cruz Gamada;;;;;;;;;;x;
reactionarism_HUN;KDNP;KDNP;KDNP;;KDNP;;;;;;;;;;x;
conservatism_HUN;FKFPP;FKFPP;FKFPP;;FKFPP;;;;;;;;;;x;
liberalism_HUN;NZP;NZP;NZP;;NZP;;;;;;;;;;x;
social_liberalism_HUN;PS;PS;PS;;PS;;;;;;;;;;x;
social_democracy_HUN;MSZDP;MSZDP;MSZDP;;MSZDP;;;;;;;;;;x;
marxism_HUN;MDP;MDP;MDP;;MDP;;;;;;;;;;x;
trotskyism_HUN;MSzMP;MSzMP;MSzMP;;MSzMP;;;;;;;;;;x;
stalinism_HUN;KMP;KMP;KMP;;KMP;;;;;;;;;;x;
nazism_ICL;Flokkur Thjóedernissinna Sósíalista;Flokkur Thjóedernissinna Sósíalista;Flokkur Thjóedernissinna Sósíalista;;Flokkur Thjóedernissinna Sósíalista;;;;;;;;;;x;
generical_fascism_ICL;Flokkur Thjóedernissinna;Flokkur Thjóedernissinna;Flokkur Thjóedernissinna;;Flokkur Thjóedernissinna;;;;;;;;;;x;
reactionarism_ICL;Thjódevarnarflokkurinn;Thjódevarnarflokkurinn;Thjódevarnarflokkurinn;;Thjódevarnarflokkurinn;;;;;;;;;;x;
conservatism_ICL;Sjálfstaedeisflokkurinn;Sjálfstaedeisflokkurinn;Sjálfstaedeisflokkurinn;;Sjálfstaedeisflokkurinn;;;;;;;;;;x;
liberalism_ICL;Frjálslyndi flokkurinn;Frjálslyndi flokkurinn;Frjálslyndi flokkurinn;;Frjálslyndi flokkurinn;;;;;;;;;;x;
social_liberalism_ICL;Framsóknarflokkurinn;Framsóknarflokkurinn;Framsóknarflokkurinn;;Framsóknarflokkurinn;;;;;;;;;;x;
social_democracy_ICL;Althýeduflokkur;Althýeduflokkur;Althýeduflokkur;;Althýeduflokkur;;;;;;;;;;x;
marxism_ICL;Sósíalistaflokkurinn;Sósíalistaflokkurinn;Sósíalistaflokkurinn;;Sósíalistaflokkurinn;;;;;;;;;;x;
trotskyism_ICL;Jafnaedarmannafélagied Sparta;Jafnaedarmannafélagied Sparta;Jafnaedarmannafélagied Sparta;;Jafnaedarmannafélagied Sparta;;;;;;;;;;x;
stalinism_ICL;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;;Kommúnistaflokkur Íslands;;;;;;;;;;x;
nazism_IDC;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
generical_fascism_IDC;Fascistic Front;Front fasciste;Faschistische Front;;Frente Fascista;;;;;;;;;;x;
reactionarism_IDC;Nationalist Party;Parti nationaliste;Nationalistische Partei;;Partido Nacionalista;;;;;;;;;;x;
conservatism_IDC;Conservative Party;Parti conservateur;Konservative Partei;;Partido Conservador;;;;;;;;;;x;
liberalism_IDC;Democratic Party of Indochina;Parti démocratique indochinois;Demokratische Partei Indochinas;;Partido Democrático de Indochina;;;;;;;;;;x;
social_liberalism_IDC;Indochinese Populist Party;Parti populiste indochinois;Indochinesische Populistenpartei;;Partido Populista de Indochina;;;;;;;;;;x;
social_democracy_IDC;Social Democrat Party;Parti social démocrate;Sozialdemokratische Partei;;Partido Socialdemócrata;;;;;;;;;;x;
marxism_IDC;Indochinese Communist Party;Parti communiste indochinois;Kommunistische Partei Indochinas;;Partido Comunista Indochino;;;;;;;;;;x;
trotskyism_IDC;Communist Party of Indochina;Parti communiste d'Indochine;Kommunistische Partei Indochinas;;Partido Comunista de Indochina;;;;;;;;;;x;
stalinism_IDC;Khmer Rouge;Khmer Rouge;Khmer Rouge;;Khmer Rojo;;;;;;;;;;x;
nazism_IND;Indian National Army;Armée nationale indienne;Indische Nationalarmee;;Ejército Nacional de la India;;;;;;;;;;x;
generical_fascism_IND;Indian Independence League;Ligue indienne pour l'indépendance;Indische Unabhängigkeitsliga;;Liga Independentista de la India;;;;;;;;;;x;
reactionarism_IND;Khilafat Movement;Mouvement Khifalat;Khilafat-Bewegung;;Movimiento Khilafat;;;;;;;;;;x;
conservatism_IND;Muslim League;Ligue musulmane;Muslimische Liga;;Liga Musulmana;;;;;;;;;;x;
liberalism_IND;Bharatiya Janata Party;Parti Bharatiya Jana;Bharatiya Janata-Partei;;Partido Bharatiya Janata;;;;;;;;;;x;
social_liberalism_IND;Bahujan Samaj Party;Parti Bahujan Samaj;Bahujan Samaj-Partei;;Partido Bahujan Samaj;;;;;;;;;;x;
social_democracy_IND;Congress Party;Parti du Congrès;Kongresspartei;;Partido del Congreso;;;;;;;;;;x;
marxism_IND;Ghadar Party;Parti Ghadar;Ghadar-Partei;;Partido Ghadar;;;;;;;;;;x;
trotskyism_IND;Workers and Peasants Party;Parti des travailleurs et des paysans;Arbeiter- und Bauernpartei;;Partido de los Trabajadores y los Campesinos;;;;;;;;;;x;
stalinism_IND;Communist Party of India;Parti communiste indien;Kommunistische Partei Indiens;;Partido Comunista de la India;;;;;;;;;;x;
nazism_INO;Partai Indonesia Raya;Partai Indonesia Raya;Partai Indonesia Raya;;Partai Indonesia Raya;;;;;;;;;;x;
generical_fascism_INO;BPUPKI;BPUPKI;BPUPKI;;BPUPKI;;;;;;;;;;x;
reactionarism_INO;Partai Nasional Indonesia;Partai Nasional Indonesia;Partai Nasional Indonesia;;Partai Nasional Indonesia;;;;;;;;;;x;
conservatism_INO;Partai Kristen Indonesia;Partai Kristen Indonesia;Partai Kristen Indonesia;;Partai Kristen Indonesia;;;;;;;;;;x;
liberalism_INO;Partai Rakyat Indonesia Merdeka;Partai Rakyat Indonesia Merdeka;Partai Rakyat Indonesia Merdeka;;Partai Rakyat Indonesia Merdeka;;;;;;;;;;x;
social_liberalism_INO;Partai Rakyat Nasional;Partai Rakyat Nasional;Partai Rakyat Nasional;;Partai Rakyat Nasional;;;;;;;;;;x;
social_democracy_INO;Partai Sosialis Indonesia;Partai Sosialis Indonesia;Partai Sosialis Indonesia;;Partai Sosialis Indonesia;;;;;;;;;;x;
marxism_INO;ISDV;ISDV;ISDV;;ISDV;;;;;;;;;;x;
trotskyism_INO;Gerindo;Gerindo;Gerindo;;Gerindo;;;;;;;;;;x;
stalinism_INO;Partai Komunis Indonesia;Partai Komunis Indonesia;Partai Komunis Indonesia;;Partai Komunis Indonesia;;;;;;;;;;x;
nazism_IRE;Irish National Socialist Party;Parti national socialiste irlandais;Irish National Socialist Party;;Partido Nacionalsocialista Irlandés;;;;;;;;;;x;
generical_fascism_IRE;NCP;NCP;NCP;;NCP;;;;;;;;;;x;
reactionarism_IRE;United Gaelic Front;Front gaélique uni;United Gaelic Front;;Frente Gaélico Unido;;;;;;;;;;x;
conservatism_IRE;Fine Gael;Fine Gael;Fine Gael;;Fine Gael;;;;;;;;;;x;
liberalism_IRE;Fianna Fáil;Fianna Fáil;Fianna Fáil;;Fianna Fáil;;;;;;;;;;x;
social_liberalism_IRE;Liberal Party;Parti libéral ;Liberal Party;;Partido Liberal;;;;;;;;;;x;
social_democracy_IRE;Páirtí an Lucht Oibre;Páirtí an Lucht Oibre;Páirtí an Lucht Oibre;;Páirtí an Lucht Oibre;;;;;;;;;;x;
marxism_IRE;Sinn Féin;Sinn Féin;Sinn Féin;;Sinn Féin;;;;;;;;;;x;
trotskyism_IRE;Socialist Party;Parti socialiste;Socialist Party;;Partido Socialista;;;;;;;;;;x;
stalinism_IRE;CPI;CPI;CPI;;CPI;;;;;;;;;;x;
nazism_IRQ;Arab National Socialist Party;Parti national socialiste arabe;Nationalsozialistische Partei Arabiens;;Partido Nacionalsocialista Árabe;;;;;;;;;;x;
generical_fascism_IRQ;Arab Fascistic Front;Front fasciste arabe;Faschistische Front Arabiens;;Frente Fascista Árabe;;;;;;;;;;x;
reactionarism_IRQ;The Hashemites;Les Hachémites;Die Hashemiten;;Los Hashemitas;;;;;;;;;;x;
conservatism_IRQ;Islamic Dawa Party;Parti islamique Dawa;Islamic Dawa-Partei;;Partido Islámico Dawa;;;;;;;;;;x;
liberalism_IRQ;Reform Party;Parti réformateur;Reform-Partei;;Partido Reformista;;;;;;;;;;x;
social_liberalism_IRQ;Arabic Democratic Unionist Party;Parti unioniste démocratique arabe;Demokratische Einheitspartei Arabiens;;Partido Árabe Unionista Democrático;;;;;;;;;;x;
